"coffeid","typeid","value"
356,7,"10"
356,8,"10"
356,9,"10"
356,10,"7.58"
356,11,"83.5"
356,12,"0.1"
356,13,"0"
356,14,"2"
356,15,"250"
356,16,"5"
356,17,"1219.2"
356,18,"1219.2"
357,1,"7.58"
357,2,"7.58"
357,3,"7.58"
357,4,"7.58"
357,5,"7.75"
357,6,"7.67"
357,7,"10"
357,8,"10"
357,9,"10"
357,10,"7.75"
357,11,"83.5"
357,12,"0.12"
357,13,"0"
357,14,"0"
357,15,"180"
357,16,"4"
357,17,"1600"
357,18,"1950"
358,1,"7.75"
358,2,"7.67"
358,3,"7.58"
358,4,"7.67"
358,5,"7.67"
358,6,"7.58"
358,7,"10"
358,8,"10"
358,9,"10"
358,10,"7.58"
358,11,"83.5"
358,12,"0.13"
358,13,"0"
358,14,"0"
358,15,"5"
358,16,"21"
358,17,"1400"
358,18,"1400"
359,1,"7.25"
359,2,"7.67"
359,3,"7.58"
359,4,"7.92"
359,5,"7.83"
359,6,"7.58"
359,7,"10"
359,8,"10"
359,9,"10"
359,10,"7.67"
359,11,"83.5"
359,12,"0.13"
359,13,"0"
359,14,"0"
359,15,"200"
359,16,"8"
359,17,"1500"
359,18,"1500"
360,1,"7.67"
360,2,"7.75"
360,3,"7.5"
360,4,"7.58"
360,5,"7.75"
360,6,"7.67"
360,7,"10"
360,8,"10"
360,9,"10"
360,10,"7.58"
360,11,"83.5"
360,12,"0.1"
360,13,"1"
360,14,"0"
360,15,"320"
360,16,"18"
360,17,"1600"
360,18,"1600"
361,1,"7.67"
361,2,"7.42"
361,3,"7.67"
361,4,"7.83"
361,5,"7.58"
361,6,"7.67"
361,7,"10"
361,8,"10"
361,9,"10"
361,10,"7.67"
361,11,"83.5"
361,12,"0"
361,13,"1"
361,14,"0"
361,15,"275"
361,16,"0"
361,17,NA
361,18,NA
362,1,"8"
362,2,"7.58"
362,3,"7.25"
362,4,"7.58"
362,5,"7.92"
362,6,"7.58"
362,7,"10"
362,8,"10"
362,9,"10"
362,10,"7.58"
362,11,"83.5"
362,12,"0.11"
362,13,"0"
362,14,"0"
362,15,"275"
362,16,"0"
362,17,"1850"
362,18,"1850"
363,1,"7.58"
363,2,"7.75"
363,3,"7.5"
363,4,"7.83"
363,5,"7.42"
363,6,"7.67"
363,7,"10"
363,8,"10"
363,9,"10"
363,10,"7.75"
363,11,"83.5"
363,12,"0.1"
363,13,"0"
363,14,"0"
363,15,"250"
363,16,"0"
363,17,"1400"
363,18,"1400"
364,1,"7.75"
364,2,"7.58"
364,3,"7.33"
364,4,"7.5"
364,5,"7.83"
364,6,"7.83"
364,7,"10"
364,8,"10"
364,9,"10"
364,10,"7.67"
364,11,"83.5"
364,12,"0"
364,13,"2"
364,14,"0"
364,15,"250"
364,16,"0"
364,17,"1650"
364,18,"1650"
365,1,"7.67"
365,2,"7.5"
365,3,"7.67"
365,4,"7.5"
365,5,"7.67"
365,6,"7.67"
365,7,"10"
365,8,"10"
365,9,"10"
365,10,"7.83"
365,11,"83.5"
365,12,"0.1"
365,13,"0"
365,14,"0"
365,15,"275"
365,16,"3"
365,17,"1350"
365,18,"1350"
366,1,"7.58"
366,2,"7.75"
366,3,"7.42"
366,4,"7.67"
366,5,"7.75"
366,6,"7.67"
366,7,"10"
366,8,"10"
366,9,"10"
366,10,"7.67"
366,11,"83.5"
366,12,"0"
366,13,"1"
366,14,"0"
366,15,"250"
366,16,"1"
366,17,"1750"
366,18,"1750"
367,1,"7.58"
367,2,"7.67"
367,3,"7.58"
367,4,"7.75"
367,5,"7.58"
367,6,"7.75"
367,7,"10"
367,8,"10"
367,9,"10"
367,10,"7.58"
367,11,"83.5"
367,12,"0.11"
367,13,"0"
367,14,NA
367,15,"250"
367,16,"2"
367,17,"1750"
367,18,"1750"
368,1,"7.83"
368,2,"7.58"
368,3,"7.25"
368,4,"7.5"
368,5,"7.5"
368,6,"7.42"
368,7,"10"
368,8,"10"
368,9,"10"
368,10,"8.42"
368,11,"83.5"
368,12,"0.13"
368,13,"0"
368,14,"0"
368,15,"10"
368,16,"14"
368,17,"1170"
368,18,"1170"
369,1,"7.67"
369,2,"7.75"
369,3,"7.67"
369,4,"7.75"
369,5,"7.58"
369,6,"7.5"
369,7,"10"
369,8,"10"
369,9,"10"
369,10,"7.58"
369,11,"83.5"
369,12,"0.11"
369,13,"0"
369,14,"0"
369,15,"10"
369,16,"12"
369,17,"940"
369,18,"940"
370,1,"7.75"
370,2,"7.67"
370,3,"7.67"
370,4,"7.75"
370,5,"7.33"
370,6,"7.5"
370,7,"10"
370,8,"10"
370,9,"10"
370,10,"7.83"
370,11,"83.5"
370,12,"0.12"
370,13,"0"
370,14,"0"
370,15,"15"
370,16,"0"
370,17,"1400"
370,18,"1400"
371,1,"7.83"
371,2,"7.5"
371,3,"7.5"
371,4,"8"
371,5,"7.67"
371,6,"7.5"
371,7,"10"
371,8,"10"
371,9,"10"
371,10,"7.5"
371,11,"83.5"
371,12,"0.1"
371,13,"0"
371,14,"0"
371,15,"275"
371,16,"5"
371,17,"1524"
371,18,"1524"
372,1,"7.67"
372,2,"7.58"
372,3,"7.58"
372,4,"7.67"
372,5,"7.67"
372,6,"7.67"
372,7,"10"
372,8,"10"
372,9,"10"
372,10,"7.67"
372,11,"83.5"
372,12,"0.11"
372,13,"0"
372,14,"0"
372,15,"175"
372,16,"0"
372,17,"1600"
372,18,"1950"
373,1,"7.5"
373,2,"7.5"
373,3,"7.75"
373,4,"7.5"
373,5,"8"
373,6,"7.67"
373,7,"10"
373,8,"10"
373,9,"10"
373,10,"7.58"
373,11,"83.5"
373,12,"0"
373,13,"3"
373,14,"0"
373,15,"250"
373,16,"12"
373,17,"1402.08"
373,18,"1402.08"
374,1,"7.5"
374,2,"7.67"
374,3,"7.58"
374,4,"7.92"
374,5,"7.58"
374,6,"7.67"
374,7,"10"
374,8,"10"
374,9,"10"
374,10,"7.58"
374,11,"83.5"
374,12,"0.01"
374,13,"0"
374,14,"0"
374,15,"14"
374,16,"0"
374,17,NA
374,18,NA
375,1,"7.83"
375,2,"7.58"
375,3,"7.58"
375,4,"7.58"
375,5,"7.75"
375,6,"7.58"
375,7,"10"
375,8,"10"
375,9,"10"
375,10,"7.58"
375,11,"83.5"
375,12,"0"
375,13,"0"
375,14,"0"
375,15,"10"
375,16,"0"
375,17,"1600"
375,18,"1600"
376,1,"7.5"
376,2,"7.58"
376,3,"7.58"
376,4,"7.5"
376,5,"7.75"
376,6,"7.83"
376,7,"10"
376,8,"10"
376,9,"10"
376,10,"7.67"
376,11,"83.42"
376,12,"0"
376,13,"0"
376,14,"2"
376,15,"300"
376,16,"1"
376,17,"439"
376,18,"439"
377,1,"7.67"
377,2,"7.75"
377,3,"7.5"
377,4,"7.58"
377,5,"7.58"
377,6,"7.67"
377,7,"10"
377,8,"10"
377,9,"10"
377,10,"7.67"
377,11,"83.42"
377,12,"0.1"
377,13,"0"
377,14,"0"
377,15,"50"
377,16,"3"
377,17,"1700"
377,18,"1700"
378,1,"7.67"
378,2,"7.67"
378,3,"7.5"
378,4,"7.67"
378,5,"7.67"
378,6,"7.58"
378,7,"10"
378,8,"10"
378,9,"10"
378,10,"7.67"
378,11,"83.42"
378,12,"0.11"
378,13,"0"
378,14,"0"
378,15,"600"
378,16,"2"
378,17,"442"
378,18,"442"
379,1,"7.58"
379,2,"7.5"
379,3,"7.42"
379,4,"7.92"
379,5,"7.5"
379,6,"7.67"
379,7,"10"
379,8,"10"
379,9,"10"
379,10,"7.83"
379,11,"83.42"
379,12,"0.09"
379,13,"0"
379,14,"0"
379,15,"275"
379,16,"4"
379,17,"1850"
379,18,"1850"
380,1,"7.67"
380,2,"7.67"
380,3,"7"
380,4,"7.08"
380,5,"7"
380,6,"7"
380,7,"10"
380,8,"10"
380,9,"10"
380,10,"10"
380,11,"83.42"
380,12,"0.11"
380,13,"0"
380,14,"0"
380,15,"1"
380,16,"0"
380,17,NA
380,18,NA
381,1,"7.58"
381,2,"7.75"
381,3,"7.33"
381,4,"7.75"
381,5,"7.67"
381,6,"7.58"
381,7,"10"
381,8,"10"
381,9,"10"
381,10,"7.75"
381,11,"83.42"
381,12,"0.11"
381,13,"0"
381,14,"0"
381,15,"20"
381,16,"1"
381,17,"1800"
381,18,"1800"
382,1,"7.5"
382,2,"7.58"
382,3,"7.75"
382,4,"7.5"
382,5,"7.75"
382,6,"7.67"
382,7,"10"
382,8,"10"
382,9,"10"
382,10,"7.67"
382,11,"83.42"
382,12,"0.13"
382,13,"0"
382,14,"0"
382,15,"500"
382,16,"0"
382,17,"1200"
382,18,"1200"
383,1,"7.58"
383,2,"7.5"
383,3,"7.75"
383,4,"7.58"
383,5,"7.75"
383,6,"7.67"
383,7,"10"
383,8,"10"
383,9,"10"
383,10,"7.58"
383,11,"83.42"
383,12,"0.11"
383,13,"0"
383,14,"0"
383,15,"275"
383,16,"0"
383,17,"1330"
383,18,"1330"
384,1,"7.58"
384,2,"7.67"
384,3,"7.58"
384,4,"7.67"
384,5,"7.58"
384,6,"7.67"
384,7,"10"
384,8,"10"
384,9,"10"
384,10,"7.67"
384,11,"83.42"
384,12,"0.12"
384,13,"4"
384,14,"0"
384,15,"275"
384,16,"0"
384,17,"442"
384,18,"442"
385,1,"7.33"
385,2,"7.83"
385,3,"7.75"
385,4,"7.5"
385,5,"7.42"
385,6,"7.83"
385,7,"10"
385,8,"10"
385,9,"10"
385,10,"7.75"
385,11,"83.42"
385,12,"0.12"
385,13,"0"
385,14,"0"
385,15,"300"
385,16,"6"
385,17,NA
385,18,NA
386,1,"7.75"
386,2,"7.67"
386,3,"7.58"
386,4,"7.67"
386,5,"7.58"
386,6,"7.58"
386,7,"10"
386,8,"10"
386,9,"10"
386,10,"7.58"
386,11,"83.42"
386,12,"0.13"
386,13,"0"
386,14,"0"
386,15,"39"
386,16,"4"
386,17,"1600"
386,18,"1600"
387,1,"7.58"
387,2,"7.58"
387,3,"7.25"
387,4,"7.75"
387,5,"7.75"
387,6,"8.58"
387,7,"9.33"
387,8,"10"
387,9,"10"
387,10,"7.58"
387,11,"83.42"
387,12,"0.12"
387,13,"0"
387,14,"0"
387,15,"250"
387,16,"1"
387,17,"1813"
387,18,"1813"
388,1,"7.75"
388,2,"7.83"
388,3,"7.33"
388,4,"7.83"
388,5,"7.5"
388,6,"7.67"
388,7,"10"
388,8,"10"
388,9,"10"
388,10,"7.5"
388,11,"83.42"
388,12,"0.1"
388,13,"0"
388,14,"0"
388,15,"250"
388,16,"1"
388,17,"1219.2"
388,18,"1219.2"
389,1,"7.67"
389,2,"7.75"
389,3,"7.5"
389,4,"7.83"
389,5,"7.58"
389,6,"7.5"
389,7,"10"
389,8,"10"
389,9,"10"
389,10,"7.58"
389,11,"83.42"
389,12,"0.1"
389,13,"0"
389,14,"0"
389,15,"250"
389,16,"2"
389,17,"1500"
389,18,"1500"
390,1,"7.67"
390,2,"7.5"
390,3,"7.75"
390,4,"7.42"
390,5,"7.75"
390,6,"7.75"
390,7,"10"
390,8,"10"
390,9,"10"
390,10,"7.58"
390,11,"83.42"
390,12,"0.11"
390,13,"0"
390,14,"0"
390,15,"250"
390,16,"0"
390,17,"1310.64"
390,18,"1310.64"
391,1,"7.42"
391,2,"7.75"
391,3,"7.67"
391,4,"7.58"
391,5,"7.67"
391,6,"7.67"
391,7,"10"
391,8,"10"
391,9,"10"
391,10,"7.67"
391,11,"83.42"
391,12,"0"
391,13,"0"
391,14,"0"
391,15,"13"
391,16,"2"
391,17,NA
391,18,NA
392,1,"7.5"
392,2,"7.75"
392,3,"7.58"
392,4,"7.5"
392,5,"7.67"
392,6,"7.75"
392,7,"10"
392,8,"10"
392,9,"10"
392,10,"7.67"
392,11,"83.42"
392,12,"0.11"
392,13,"0"
392,14,"0"
392,15,"250"
392,16,"2"
392,17,"1450"
392,18,"1450"
393,1,"7.58"
393,2,"7.58"
393,3,"7.58"
393,4,"7.67"
393,5,"7.75"
393,6,"7.67"
393,7,"10"
393,8,"10"
393,9,"10"
393,10,"7.58"
393,11,"83.42"
393,12,"0.1"
393,13,"1"
393,14,"0"
393,15,"250"
393,16,"3"
393,17,NA
393,18,NA
394,1,"7.5"
394,2,"7.92"
394,3,"7.42"
394,4,"7.67"
394,5,"7.83"
394,6,"7.58"
394,7,"10"
394,8,"10"
394,9,"10"
394,10,"7.5"
394,11,"83.42"
394,12,"0.01"
394,13,"0"
394,14,"0"
394,15,"12"
394,16,"0"
394,17,NA
394,18,NA
395,1,"7.58"
395,2,"7.25"
395,3,"7.5"
395,4,"7.92"
395,5,"7.92"
395,6,"7.42"
395,7,"10"
395,8,"10"
395,9,"10"
395,10,"7.83"
395,11,"83.42"
395,12,"0.11"
395,13,"0"
395,14,"0"
395,15,"4"
395,16,"0"
395,17,NA
395,18,NA
396,1,"7.25"
396,2,"7.88"
396,3,"7.38"
396,4,"7.63"
396,5,"7.5"
396,6,"8.75"
396,7,"9"
396,8,"10"
396,9,"10"
396,10,"8"
396,11,"83.38"
396,12,"0.09"
396,13,"2"
396,14,"0"
396,15,"6"
396,16,"4"
396,17,"900"
396,18,"1200"
397,1,"7.75"
397,2,"7.5"
397,3,"7.75"
397,4,"7.58"
397,5,"7.58"
397,6,"7.58"
397,7,"10"
397,8,"10"
397,9,"10"
397,10,"7.58"
397,11,"83.33"
397,12,"0"
397,13,"0"
397,14,"1"
397,15,"275"
397,16,"0"
397,17,"1650"
397,18,"1650"
398,1,"7.67"
398,2,"7.58"
398,3,"7.58"
398,4,"7.42"
398,5,"7.67"
398,6,"7.75"
398,7,"10"
398,8,"10"
398,9,"10"
398,10,"7.67"
398,11,"83.33"
398,12,"0"
398,13,"0"
398,14,"0"
398,15,"130"
398,16,"0"
398,17,NA
398,18,NA
399,1,"7.83"
399,2,"7.58"
399,3,"7.58"
399,4,"7.58"
399,5,"7.5"
399,6,"7.58"
399,7,"10"
399,8,"10"
399,9,"10"
399,10,"7.67"
399,11,"83.33"
399,12,"0"
399,13,"1"
399,14,"0"
399,15,"275"
399,16,"2"
399,17,NA
399,18,NA
400,1,"7.5"
400,2,"7.83"
400,3,"7.33"
400,4,"7.58"
400,5,"7.58"
400,6,"7.92"
400,7,"10"
400,8,"10"
400,9,"10"
400,10,"7.58"
400,11,"83.33"
400,12,"0.1"
400,13,"1"
400,14,"0"
400,15,"10"
400,16,"5"
400,17,"1227"
400,18,"1227"
401,1,"7.75"
401,2,"7.75"
401,3,"7.5"
401,4,"7.67"
401,5,"7.5"
401,6,"7.58"
401,7,"10"
401,8,"10"
401,9,"10"
401,10,"7.58"
401,11,"83.33"
401,12,"0.12"
401,13,"0"
401,14,"0"
401,15,"275"
401,16,"2"
401,17,"1200"
401,18,"1200"
402,1,"7.67"
402,2,"7.75"
402,3,"7.42"
402,4,"7.83"
402,5,"7.83"
402,6,"7.42"
402,7,"10"
402,8,"10"
402,9,"10"
402,10,"7.42"
402,11,"83.33"
402,12,"0.11"
402,13,"0"
402,14,"0"
402,15,"275"
402,16,"1"
402,17,"1650"
402,18,"1650"
403,1,"7.75"
403,2,"7.58"
403,3,"7.67"
403,4,"7.58"
403,5,"7.58"
403,6,"7.58"
403,7,"10"
403,8,"10"
403,9,"10"
403,10,"7.58"
403,11,"83.33"
403,12,"0.12"
403,13,"0"
403,14,"0"
403,15,"10"
403,16,"6"
403,17,"1700"
403,18,"1700"
404,1,"7.67"
404,2,"7.67"
404,3,"7.58"
404,4,"7.67"
404,5,"7.5"
404,6,"7.58"
404,7,"10"
404,8,"10"
404,9,"10"
404,10,"7.67"
404,11,"83.33"
404,12,"0.12"
404,13,"0"
404,14,"0"
404,15,"200"
404,16,"0"
404,17,"1100"
404,18,"1100"
405,1,"7.67"
405,2,"7.67"
405,3,"7.42"
405,4,"7.67"
405,5,"7.67"
405,6,"7.67"
405,7,"10"
405,8,"10"
405,9,"10"
405,10,"7.58"
405,11,"83.33"
405,12,"0.12"
405,13,"0"
405,14,"0"
405,15,"250"
405,16,"3"
405,17,"1300"
405,18,"1300"
406,1,"7.83"
406,2,"7.58"
406,3,"7.83"
406,4,"7.67"
406,5,"7.92"
406,6,"8"
406,7,"9.33"
406,8,"10"
406,9,"9.33"
406,10,"7.83"
406,11,"83.33"
406,12,"0.11"
406,13,"0"
406,14,"0"
406,15,"12"
406,16,"1"
406,17,NA
406,18,NA
407,1,"7.5"
407,2,"7.67"
407,3,"7.67"
407,4,"7.5"
407,5,"7.83"
407,6,"7.17"
407,7,"10"
407,8,"10"
407,9,"10"
407,10,"8"
407,11,"83.33"
407,12,"0.11"
407,13,"0"
407,14,"0"
407,15,"250"
407,16,"3"
407,17,"1100"
407,18,"1300"
408,1,"7.83"
408,2,"7.75"
408,3,"7.58"
408,4,"7.83"
408,5,"7.92"
408,6,"7.58"
408,7,"9.33"
408,8,"10"
408,9,"10"
408,10,"7.5"
408,11,"83.33"
408,12,"0.12"
408,13,"0"
408,14,"0"
408,15,"280"
408,16,"5"
408,17,NA
408,18,NA
409,1,"7.58"
409,2,"7.5"
409,3,"7.67"
409,4,"7.5"
409,5,"7.83"
409,6,"7.42"
409,7,"10"
409,8,"10"
409,9,"10"
409,10,"7.83"
409,11,"83.33"
409,12,"0.11"
409,13,"0"
409,14,"0"
409,15,"2"
409,16,"4"
409,17,"1280.16"
409,18,"1280.16"
410,1,"7.67"
410,2,"7.67"
410,3,"7.5"
410,4,"7.67"
410,5,"7.92"
410,6,"7.42"
410,7,"10"
410,8,"10"
410,9,"10"
410,10,"7.5"
410,11,"83.33"
410,12,"0.11"
410,13,"0"
410,14,"0"
410,15,"250"
410,16,"1"
410,17,"1000"
410,18,"1000"
411,1,"7.83"
411,2,"7.67"
411,3,"7.17"
411,4,"7.67"
411,5,"7.67"
411,6,"7.67"
411,7,"10"
411,8,"10"
411,9,"10"
411,10,"7.67"
411,11,"83.33"
411,12,"0.11"
411,13,"0"
411,14,"0"
411,15,"250"
411,16,"3"
411,17,"1310.64"
411,18,"1310.64"
412,1,"7.92"
412,2,"7.5"
412,3,"7.58"
412,4,"7.83"
412,5,"7.67"
412,6,"7.67"
412,7,"9.33"
412,8,"10"
412,9,"10"
412,10,"7.83"
412,11,"83.33"
412,12,"0.1"
412,13,"0"
412,14,"0"
412,15,"7"
412,16,"4"
412,17,NA
412,18,NA
413,1,"7.75"
413,2,"7.67"
413,3,"7.33"
413,4,"7.5"
413,5,"7.5"
413,6,"7.75"
413,7,"10"
413,8,"10"
413,9,"10"
413,10,"7.83"
413,11,"83.33"
413,12,"0"
413,13,"0"
413,14,"0"
413,15,"220"
413,16,"5"
413,17,"1880"
413,18,"1880"
414,1,"7.5"
414,2,"7.67"
414,3,"7.67"
414,4,"7.58"
414,5,"7.67"
414,6,"7.58"
414,7,"10"
414,8,"10"
414,9,"10"
414,10,"7.67"
414,11,"83.33"
414,12,"0"
414,13,"0"
414,14,"0"
414,15,"250"
414,16,"1"
414,17,"1750"
414,18,"1750"
415,1,"8.08"
415,2,"7.83"
415,3,"7.83"
415,4,"7.75"
415,5,"7.67"
415,6,"7.58"
415,7,"9.33"
415,8,"10"
415,9,"9.33"
415,10,"7.92"
415,11,"83.33"
415,12,"0.01"
415,13,"0"
415,14,"0"
415,15,"27"
415,16,"0"
415,17,NA
415,18,NA
416,1,"7.58"
416,2,"7.67"
416,3,"7.58"
416,4,"7.5"
416,5,"7.83"
416,6,"7.67"
416,7,"10"
416,8,"10"
416,9,"10"
416,10,"7.5"
416,11,"83.33"
416,12,"0"
416,13,"0"
416,14,"0"
416,15,"25"
416,16,"0"
416,17,NA
416,18,NA
417,1,"7.67"
417,2,"7.83"
417,3,"7.42"
417,4,"7.83"
417,5,"7.33"
417,6,"7.5"
417,7,"10"
417,8,"10"
417,9,"10"
417,10,"7.67"
417,11,"83.25"
417,12,"0.11"
417,13,"0"
417,14,"0"
417,15,"50"
417,16,"0"
417,17,"1600"
417,18,"1600"
418,1,"7.5"
418,2,"7.5"
418,3,"7.83"
418,4,"7.5"
418,5,"7.67"
418,6,"7.67"
418,7,"10"
418,8,"10"
418,9,"10"
418,10,"7.58"
418,11,"83.25"
418,12,"0.11"
418,13,"0"
418,14,"0"
418,15,"29"
418,16,"0"
418,17,"1900"
418,18,"1900"
419,1,"7.83"
419,2,"7.5"
419,3,"7.42"
419,4,"7.67"
419,5,"7.5"
419,6,"7.67"
419,7,"10"
419,8,"10"
419,9,"10"
419,10,"7.67"
419,11,"83.25"
419,12,"0.11"
419,13,"0"
419,14,"0"
419,15,"275"
419,16,"0"
419,17,NA
419,18,NA
420,1,"7.5"
420,2,"7.58"
420,3,"7.42"
420,4,"7.83"
420,5,"7.67"
420,6,"7.58"
420,7,"10"
420,8,"10"
420,9,"10"
420,10,"7.67"
420,11,"83.25"
420,12,"0.11"
420,13,"0"
420,14,"2"
420,15,"275"
420,16,"7"
420,17,"2100"
420,18,"2100"
421,1,"7.5"
421,2,"7.67"
421,3,"7.67"
421,4,"7.42"
421,5,"7.67"
421,6,"7.67"
421,7,"10"
421,8,"10"
421,9,"10"
421,10,"7.67"
421,11,"83.25"
421,12,"0.12"
421,13,"0"
421,14,"0"
421,15,"150"
421,16,"1"
421,17,NA
421,18,NA
422,1,"7.58"
422,2,"7.67"
422,3,"7.42"
422,4,"7.5"
422,5,"7.67"
422,6,"7.42"
422,7,"10"
422,8,"10"
422,9,"10"
422,10,"8"
422,11,"83.25"
422,12,"0.12"
422,13,"0"
422,14,"0"
422,15,"300"
422,16,"4"
422,17,NA
422,18,NA
423,1,"7.58"
423,2,"7.67"
423,3,"7.67"
423,4,"7.17"
423,5,"7.75"
423,6,"7.83"
423,7,"10"
423,8,"10"
423,9,"10"
423,10,"7.58"
423,11,"83.25"
423,12,"0"
423,13,"0"
423,14,"0"
423,15,"304"
423,16,"2"
423,17,"442"
423,18,"442"
424,1,"7.83"
424,2,"7.75"
424,3,"7.5"
424,4,"7.58"
424,5,"7.58"
424,6,"7.58"
424,7,"10"
424,8,"10"
424,9,"10"
424,10,"7.42"
424,11,"83.25"
424,12,"0.12"
424,13,"0"
424,14,"0"
424,15,"11"
424,16,"2"
424,17,"1261"
424,18,"1261"
425,1,"7.67"
425,2,"7.5"
425,3,"7.5"
425,4,"7.5"
425,5,"7.67"
425,6,"7.83"
425,7,"10"
425,8,"10"
425,9,"10"
425,10,"7.58"
425,11,"83.25"
425,12,"0.1"
425,13,"0"
425,14,"0"
425,15,"10"
425,16,"0"
425,17,"1000"
425,18,"1000"
426,1,"7.92"
426,2,"7.83"
426,3,"7.75"
426,4,"7.58"
426,5,"7.5"
426,6,"7.33"
426,7,"10"
426,8,"10"
426,9,"10"
426,10,"7.33"
426,11,"83.25"
426,12,"0.1"
426,13,"0"
426,14,"0"
426,15,"10"
426,16,"0"
426,17,"800"
426,18,"800"
427,1,"7.58"
427,2,"7.58"
427,3,"7.5"
427,4,"7.58"
427,5,"7.58"
427,6,"7.75"
427,7,"10"
427,8,"10"
427,9,"10"
427,10,"7.67"
427,11,"83.25"
427,12,"0"
427,13,"0"
427,14,"0"
427,15,"250"
427,16,"0"
427,17,"1483"
427,18,"1483"
428,1,"7.5"
428,2,"7.67"
428,3,"7.58"
428,4,"7.67"
428,5,"7.67"
428,6,"7.5"
428,7,"10"
428,8,"10"
428,9,"10"
428,10,"7.67"
428,11,"83.25"
428,12,"0.1"
428,13,"0"
428,14,"0"
428,15,"26"
428,16,"1"
428,17,"1500"
428,18,"1500"
429,1,"7.83"
429,2,"7.5"
429,3,"7.67"
429,4,"7.33"
429,5,"7.67"
429,6,"7.67"
429,7,"10"
429,8,"10"
429,9,"10"
429,10,"7.58"
429,11,"83.25"
429,12,"0.11"
429,13,"0"
429,14,"0"
429,15,"275"
429,16,"1"
429,17,"1750"
429,18,"1750"
430,1,"7.58"
430,2,"7.75"
430,3,"7.5"
430,4,"7.5"
430,5,"7.58"
430,6,"7.58"
430,7,"10"
430,8,"10"
430,9,"10"
430,10,"7.75"
430,11,"83.25"
430,12,"0.12"
430,13,"0"
430,14,"0"
430,15,"200"
430,16,"6"
430,17,"1300"
430,18,"1300"
431,1,"7.58"
431,2,"7.75"
431,3,"7.83"
431,4,"8"
431,5,"8.08"
431,6,"7.67"
431,7,"9.33"
431,8,"10"
431,9,"9.33"
431,10,"7.67"
431,11,"83.25"
431,12,"0.11"
431,13,"0"
431,14,"0"
431,15,"11"
431,16,"4"
431,17,NA
431,18,NA
432,1,"7.75"
432,2,"7.58"
432,3,"7.58"
432,4,"7.58"
432,5,"7.5"
432,6,"7.58"
432,7,"10"
432,8,"10"
432,9,"10"
432,10,"7.67"
432,11,"83.25"
432,12,"0.13"
432,13,"0"
432,14,"0"
432,15,"10"
432,16,"7"
432,17,NA
432,18,NA
433,1,"7.75"
433,2,"7.75"
433,3,"7.42"
433,4,"7.92"
433,5,"7.33"
433,6,"7.5"
433,7,"10"
433,8,"10"
433,9,"10"
433,10,"7.58"
433,11,"83.25"
433,12,"0.12"
433,13,"0"
433,14,"0"
433,15,"54"
433,16,"0"
433,17,"1000"
433,18,"1000"
434,1,"7.83"
434,2,"7.58"
434,3,"7.08"
434,4,"7.83"
434,5,"7.42"
434,6,"8.08"
434,7,"10"
434,8,"10"
434,9,"10"
434,10,"7.42"
434,11,"83.25"
434,12,"0.11"
434,13,"0"
434,14,"0"
434,15,"250"
434,16,"9"
434,17,"1310.64"
434,18,"1310.64"
435,1,"7.75"
435,2,"7.67"
435,3,"7.5"
435,4,"7.58"
435,5,"7.58"
435,6,"7.58"
435,7,"10"
435,8,"10"
435,9,"10"
435,10,"7.58"
435,11,"83.25"
435,12,"0.11"
435,13,"0"
435,14,"0"
435,15,"30"
435,16,"1"
435,17,"1200"
435,18,"1200"
436,1,"7.67"
436,2,"7.58"
436,3,"7.58"
436,4,"7.42"
436,5,"7.83"
436,6,"7.58"
436,7,"10"
436,8,"10"
436,9,"10"
436,10,"7.58"
436,11,"83.25"
436,12,"0.12"
436,13,"0"
436,14,"0"
436,15,"250"
436,16,"1"
436,17,"175"
436,18,"175"
437,1,"7.67"
437,2,"7.67"
437,3,"7.5"
437,4,"7.5"
437,5,"7.58"
437,6,"7.67"
437,7,"10"
437,8,"10"
437,9,"10"
437,10,"7.67"
437,11,"83.25"
437,12,"0.11"
437,13,"0"
437,14,"0"
437,15,"175"
437,16,"0"
437,17,"1600"
437,18,"1950"
438,1,"7.92"
438,2,"7.75"
438,3,"7.25"
438,4,"7.42"
438,5,"7.83"
438,6,"7.58"
438,7,"10"
438,8,"10"
438,9,"10"
438,10,"7.5"
438,11,"83.25"
438,12,"0.08"
438,13,"0"
438,14,"0"
438,15,"250"
438,16,"0"
438,17,"1600"
438,18,"1800"
439,1,"8"
439,2,"7.67"
439,3,"7.67"
439,4,"7.25"
439,5,"7.67"
439,6,"7.5"
439,7,"10"
439,8,"10"
439,9,"10"
439,10,"7.5"
439,11,"83.25"
439,12,"0.13"
439,13,"0"
439,14,"0"
439,15,"250"
439,16,"1"
439,17,"1880"
439,18,"1880"
440,1,"7.92"
440,2,"7.75"
440,3,"7.5"
440,4,"7.42"
440,5,"7.42"
440,6,"7.67"
440,7,"10"
440,8,"10"
440,9,"10"
440,10,"7.58"
440,11,"83.25"
440,12,"0.04"
440,13,"0"
440,14,"0"
440,15,"250"
440,16,"1"
440,17,"1800"
440,18,"1800"
441,1,"7.67"
441,2,"7.42"
441,3,"7.5"
441,4,"7.58"
441,5,"7.67"
441,6,"7.58"
441,7,"10"
441,8,"10"
441,9,"10"
441,10,"7.75"
441,11,"83.17"
441,12,"0.11"
441,13,"0"
441,14,"0"
441,15,"320"
441,16,"4"
441,17,"890"
441,18,"890"
442,1,"7.58"
442,2,"7.58"
442,3,"7.33"
442,4,"7.67"
442,5,"7.75"
